Source.Name,Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
201709.csv,1/9/2017,95730,F,29,Group D,FT, , ,East,24/06/2008,Salary, ,<30,1895,63.17,0
201709.csv,1/9/2017,95740,M,34,Group E,FT, , ,East,13/08/2008,Salary, ,30-49,1845,61.5,0
201709.csv,1/9/2017,95744,F,50,Group B,FT, , ,East,3/03/1987,Salary, ,50+,9679,322.63,0
201709.csv,1/9/2017,95752,F,31,Group D,FT, , ,East,1/12/2006,Salary, ,30-49,2466,82.2,0
201709.csv,1/9/2017,95754,M,57,Group G,FT, , ,East,6/06/2006,Salary, ,50+,2644,88.13,0
201709.csv,1/9/2017,95762,F,36,Group D,FT, , ,East,27/08/2008,Salary, ,30-49,1831,61.03,0
201709.csv,1/9/2017,95770,F,25,Group F,FT, , ,East,29/05/2013,Salary, ,<30,95,3.17,0
201709.csv,1/9/2017,95772,F,53,Group A,FT, , ,East,15/05/1984,Salary, ,50+,10701,356.7,0
201709.csv,1/9/2017,95782,F,41,Group E,FT, , ,East,17/09/2008,Salary, ,30-49,1810,60.33,0
201709.csv,1/9/2017,95784,M,42,Group F,FT, , ,East,17/07/2007,Salary, ,30-49,2238,74.6,0
201709.csv,1/9/2017,95788,F,51,Group G,FT, , ,East,5/01/2010,Salary, ,50+,1335,44.5,0
201709.csv,1/9/2017,95792,F,36,Group D,PT, , ,East,27/08/2013,Salary, ,30-49,5,0.17,0
201709.csv,1/9/2017,96180,M,25,Group E,FT, , ,East,29/01/2008,Hourly, ,<30,2042,68.07,0
201709.csv,1/9/2017,96218,F,31,Group A,PT, , ,East,30/07/2013,Hourly, ,30-49,33,1.1,0
201709.csv,1/9/2017,96236,F,33,Group A,FT, , ,East,11/10/2011,Hourly, ,30-49,691,23.03,0
201709.csv,1/9/2017,96352,F,22,Group E,FT, , ,East,13/02/2013,Hourly, ,<30,200,6.67,0
201709.csv,1/9/2017,96382,F,24,Group A,FT, , ,East,20/11/2007,Hourly, ,<30,2112,70.4,0
201709.csv,1/9/2017,96442,M,45,Group C,FT, , ,East,20/09/2005,Hourly, ,30-49,2903,96.77,0
201709.csv,1/9/2017,96764,F,35,Group E,FT, , ,East,13/07/2001,Hourly, ,30-49,4433,147.77,0
201709.csv,1/9/2017,97020,F,40,Group B,FT, , ,East,21/06/2002,Hourly, ,30-49,4090,136.33,0
201709.csv,1/9/2017,97038,F,25,Group E,FT, , ,East,2/10/2007,Hourly, ,<30,2161,72.03,0
201709.csv,1/9/2017,97052,F,49,Group A,FT, , ,East,14/05/2008,Hourly, ,30-49,1936,64.53,0
201709.csv,1/9/2017,97066,F,24,Group F,FT, , ,East,19/07/2011,Hourly, ,<30,775,25.83,0
201709.csv,1/9/2017,97198,M,24,Group A,PT, , ,East,24/10/2012,Hourly, ,<30,312,10.4,0
201709.csv,1/9/2017,97318,F,25,Group A,PT, , ,East,13/05/2009,Hourly, ,<30,1572,52.4,0
201709.csv,1/9/2017,97344,F,36,Group F,FT, , ,East,27/02/2003,Hourly, ,30-49,3839,127.97,0
201709.csv,1/9/2017,97546,F,59,Group E,FT, , ,East,24/07/2003,Hourly, ,50+,3692,123.07,0
201709.csv,1/9/2017,98080,F,31,Group A,FT, , ,East,9/10/2001,Hourly, ,30-49,4345,144.83,0
201709.csv,1/9/2017,98352,F,22,Group B,FT, , ,East,9/08/2011,Hourly, ,<30,754,25.13,0
201709.csv,1/9/2017,98432,F,31,Group E,FT, , ,East,5/04/2005,Hourly, ,30-49,3071,102.37,0
201709.csv,1/9/2017,117336,M,20,Group C,PT,1/09/2013, ,Northwest,30/08/2013,Hourly,Involuntary,<30,2,0.07,1
201709.csv,1/9/2017,117376,M,45,Group B,PT,2/09/2013, ,North,7/08/2013,Hourly,Voluntary,30-49,26,0.87,1
201709.csv,1/9/2017,117382,F,61,Group C,PT,2/09/2013, ,Northwest,30/08/2013,Hourly,Voluntary,50+,3,0.1,1
201709.csv,1/9/2017,117476,M,64,Group A,PT,3/09/2013, ,Northwest,2/05/2012,Hourly,Voluntary,50+,489,16.3,0
201709.csv,1/9/2017,117490,M,22,Group F,PT,3/09/2013, ,West,5/07/2013,Hourly,Voluntary,<30,60,2,1
201709.csv,1/9/2017,117492,F,19,Group E,PT,3/09/2013, ,North,30/08/2013,Hourly,Voluntary,<30,4,0.13,1
201709.csv,1/9/2017,117500,F,19,Group B,PT,3/09/2013, ,North,21/06/2013,Hourly,Involuntary,<30,74,2.47,0
201709.csv,1/9/2017,117582,M,20,Group D,PT,4/09/2013, ,South,6/06/2013,Hourly,Voluntary,<30,90,3,0
201709.csv,1/9/2017,117682,M,27,Group A,PT,6/09/2013, ,North,29/08/2013,Hourly,Voluntary,<30,8,0.27,1
201709.csv,1/9/2017,117684,F,22,Group F,PT,6/09/2013, ,North,9/08/2013,Hourly,Voluntary,<30,28,0.93,1
201709.csv,1/9/2017,117710,M,26,Group F,PT,6/09/2013, ,Northwest,1/08/2013,Hourly,Voluntary,<30,36,1.2,1
201709.csv,1/9/2017,117760,F,47,Group A,FT,7/09/2013, ,East,6/09/2012,Salary,Involuntary,30-49,366,12.2,0
201709.csv,1/9/2017,117844,F,51,Group C,PT,8/09/2013, ,Midwest,30/08/2013,Hourly,Voluntary,50+,9,0.3,1
201709.csv,1/9/2017,117914,M,19,Group G,PT,9/09/2013, ,Midwest,29/08/2013,Hourly,Voluntary,<30,11,0.37,1
201709.csv,1/9/2017,117970,M,20,Group A,PT,9/09/2013,Yes,West,1/09/2013,Hourly,Voluntary,<30,8,0.27,1
201709.csv,1/9/2017,118080,M,73,Group E,PT,11/09/2013, ,Northwest,30/08/2013,Hourly,Voluntary,50+,12,0.4,1
201709.csv,1/9/2017,118186,F,31,Group G,PT,13/09/2013, ,Northwest,14/08/2013,Hourly,Voluntary,30-49,30,1,1
201709.csv,1/9/2017,118194,F,30,Group E,PT,13/09/2013, ,North,30/08/2013,Hourly,Voluntary,30-49,14,0.47,1
201709.csv,1/9/2017,118334,M,20,Group C,PT,14/09/2013, ,Midwest,25/07/2013,Hourly,Voluntary,<30,51,1.7,1
201709.csv,1/9/2017,118346,M,36,Group F,PT,14/09/2013, ,West,14/11/2012,Hourly,Voluntary,30-49,304,10.13,0
201709.csv,1/9/2017,118424,F,20,Group C,PT,15/09/2013, ,South,29/08/2013,Hourly,Voluntary,<30,17,0.57,1
201709.csv,1/9/2017,118466,M,20,Group E,PT,16/09/2013, ,South,20/09/2012,Hourly,Voluntary,<30,361,12.03,0
201709.csv,1/9/2017,118532,M,39,Group E,PT,17/09/2013, ,Central,29/08/2013,Hourly,Voluntary,30-49,19,0.63,1
201709.csv,1/9/2017,118574,F,19,Group B,PT,17/09/2013, ,Northwest,29/08/2013,Hourly,Voluntary,<30,19,0.63,1
201709.csv,1/9/2017,118602,F,25,Group G,PT,18/09/2013, ,Northwest,15/04/2012,Hourly,Voluntary,<30,521,17.37,0
201709.csv,1/9/2017,118612,F,21,Group F,PT,18/09/2013, ,Northwest,6/08/2013,Hourly,Involuntary,<30,43,1.43,1
201709.csv,1/9/2017,118652,F,32,Group C,PT,19/09/2013, ,Northwest,29/08/2013,Hourly,Voluntary,30-49,21,0.7,1
201709.csv,1/9/2017,118670,F,21,Group F,PT,19/09/2013, ,Northwest,29/08/2013,Hourly,Involuntary,<30,21,0.7,1
201709.csv,1/9/2017,118718,F,25,Group F,PT,20/09/2013, ,South,18/09/2012,Hourly,Voluntary,<30,367,12.23,0
201709.csv,1/9/2017,118752,F,20,Group D,PT,20/09/2013, ,Northwest,30/08/2013,Hourly,Voluntary,<30,21,0.7,1
201709.csv,1/9/2017,118772,M,25,Group A,PT,20/09/2013, ,Northwest,30/08/2013,Hourly,Voluntary,<30,21,0.7,1
201709.csv,1/9/2017,118790,M,36,Group A,PT,21/09/2013, ,Northwest,16/08/2013,Hourly,Voluntary,30-49,36,1.2,1
201709.csv,1/9/2017,118796,M,22,Group C,PT,21/09/2013, ,North,30/08/2013,Hourly,Voluntary,<30,22,0.73,1
201709.csv,1/9/2017,118798,F,36,Group A,PT,21/09/2013, ,South,30/08/2013,Hourly,Voluntary,30-49,22,0.73,1
201709.csv,1/9/2017,118850,F,21,Group G,PT,21/09/2013, ,Northwest,13/04/2012,Hourly,Involuntary,<30,526,17.53,0
201709.csv,1/9/2017,118880,F,45,Group G,PT,22/09/2013, ,Northwest,31/07/2013,Hourly,Voluntary,30-49,53,1.77,1
201709.csv,1/9/2017,118934,M,22,Group D,PT,22/09/2013, ,North,29/08/2013,Hourly,Voluntary,<30,24,0.8,1
201709.csv,1/9/2017,119088,F,34,Group D,PT,25/09/2013,Yes,Northwest,25/09/2013,Hourly,Voluntary,30-49,0,0,1
201709.csv,1/9/2017,119098,M,40,Group B,PT,25/09/2013, ,Central,6/09/2007,Hourly,Voluntary,30-49,2211,73.7,0
201709.csv,1/9/2017,119116,M,23,Group G,PT,25/09/2013, ,Central,28/08/2013,Hourly,Involuntary,<30,28,0.93,1
201709.csv,1/9/2017,119150,M,22,Group D,PT,25/09/2013, ,Central,30/11/2012,Hourly,Involuntary,<30,299,9.97,0
201709.csv,1/9/2017,119158,M,28,Group C,PT,26/09/2013, ,Central,30/08/2013,Hourly,Voluntary,<30,27,0.9,1
201709.csv,1/9/2017,119160,F,47,Group B,PT,26/09/2013,Yes,Central,26/09/2013,Hourly,Voluntary,30-49,0,0,1
201709.csv,1/9/2017,119162,M,30,Group D,FT,26/09/2013, ,West,30/08/2011,Hourly,Voluntary,30-49,758,25.27,0
201709.csv,1/9/2017,119194,M,29,Group E,PT,26/09/2013,Yes,East,25/09/2013,Hourly,Voluntary,<30,1,0.03,1
201709.csv,1/9/2017,119268,M,20,Group E,PT,27/09/2013, ,West,6/07/2013,Hourly,Involuntary,<30,83,2.77,0
201709.csv,1/9/2017,119270,F,29,Group E,PT,27/09/2013,Yes,North,26/09/2013,Hourly,Involuntary,<30,1,0.03,1
201709.csv,1/9/2017,119272,M,32,Group C,PT,27/09/2013,Yes,Central,25/09/2013,Hourly,Voluntary,30-49,2,0.07,1
201709.csv,1/9/2017,119274,M,20,Group B,PT,27/09/2013,Yes,South,27/09/2013,Hourly,Voluntary,<30,0,0,1
201709.csv,1/9/2017,119296,M,18,Group A,PT,28/09/2013, ,Central,30/08/2013,Hourly,Voluntary,<30,29,0.97,1
201709.csv,1/9/2017,119300,M,28,Group D,PT,28/09/2013,Yes,South,26/09/2013,Hourly,Voluntary,<30,2,0.07,1
201709.csv,1/9/2017,119302,F,30,Group C,PT,28/09/2013,Yes,Central,27/09/2013,Hourly,Voluntary,30-49,1,0.03,1
201709.csv,1/9/2017,119348,F,22,Group B,PT,28/09/2013, ,North,16/08/2013,Hourly,Voluntary,<30,43,1.43,1
201709.csv,1/9/2017,119392,F,21,Group D,PT,29/09/2013, ,Midwest,9/09/2012,Hourly,Voluntary,<30,385,12.83,0
201709.csv,1/9/2017,119462,M,35,Group A,PT,29/09/2013,Yes,West,26/09/2013,Hourly,Involuntary,30-49,3,0.1,1
201709.csv,1/9/2017,119472,M,22,Group G,PT,29/09/2013, ,South,10/08/2013,Hourly,Involuntary,<30,50,1.67,1
201709.csv,1/9/2017,119484,M,18,Group E,PT,29/09/2013,Yes,Northwest,28/09/2013,Hourly,Voluntary,<30,1,0.03,1
201709.csv,1/9/2017,119498,F,44,Group B,PT,30/09/2013,Yes,North,26/09/2013,Hourly,Voluntary,30-49,4,0.13,1
201709.csv,1/9/2017,119528,M,19,Group A,PT,30/09/2013, ,Central,13/06/2012,Hourly,Voluntary,<30,474,15.8,0
201709.csv,1/9/2017,119528,M,19,Group A,PT, , ,Central,13/06/2012,Hourly, ,<30,445,14.83,0
201709.csv,1/9/2017,119550,M,74,Group G,FT,30/09/2013, ,Central,28/02/2007,Hourly,Voluntary,50+,2406,80.2,0
201709.csv,1/9/2017,119550,M,74,Group G,FT, , ,Central,28/02/2007,Hourly, ,50+,2377,79.23,0
201709.csv,1/9/2017,119556,F,19,Group B,PT,30/09/2013,Yes,North,26/09/2013,Hourly,Involuntary,<30,4,0.13,1
201709.csv,1/9/2017,119626,F,26,Group G,FT, , ,East,24/08/2013,Hourly, ,<30,8,0.27,0
201709.csv,1/9/2017,119666,F,23,Group G,PT, ,Yes,South,27/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,119750,F,24,Group A,PT, , ,Northwest,16/08/2013,Hourly, ,<30,16,0.53,0
201709.csv,1/9/2017,119944,M,16,Group A,PT, ,Yes,West,26/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,120260,F,18,Group D,PT, , ,North,4/06/2013,Hourly, ,<30,89,2.97,0
201709.csv,1/9/2017,120280,M,22,Group B,PT, , ,Northwest,22/08/2013,Hourly, ,<30,10,0.33,0
201709.csv,1/9/2017,120366,F,28,Group C,PT, , ,North,10/07/2013,Hourly, ,<30,53,1.77,0
201709.csv,1/9/2017,120380,M,25,Group D,PT, , ,Northwest,26/05/2011,Hourly, ,<30,829,27.63,0
201709.csv,1/9/2017,120444,M,21,Group F,PT, , ,North,8/02/2012,Hourly, ,<30,571,19.03,0
201709.csv,1/9/2017,120488,M,23,Group E,PT, , ,Northwest,4/04/2013,Hourly, ,<30,150,5,0
201709.csv,1/9/2017,120656,F,33,Group C,FT, , ,East,16/06/2001,Hourly, ,30-49,4460,148.67,0
201709.csv,1/9/2017,120676,M,26,Group G,PT, , ,Northwest,11/07/2013,Hourly, ,<30,52,1.73,0
201709.csv,1/9/2017,120794,F,33,Group C,FT, , ,East,19/10/2011,Hourly, ,30-49,683,22.77,0
201709.csv,1/9/2017,120846,M,38,Group B,PT, ,Yes,Central,6/09/2013,Hourly, ,30-49,0,0,0
201709.csv,1/9/2017,120904,M,23,Group F,PT, , ,East,20/08/2013,Hourly, ,<30,12,0.4,0
201709.csv,1/9/2017,120934,M,26,Group G,PT, ,Yes,Northwest,27/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,121050,M,22,Group G,PT, , ,Northwest,15/07/2010,Hourly, ,<30,1144,38.13,0
201709.csv,1/9/2017,121194,F,21,Group G,PT, , ,South,18/07/2013,Hourly, ,<30,45,1.5,0
201709.csv,1/9/2017,121214,F,24,Group D,PT, , ,Central,17/07/2013,Hourly, ,<30,46,1.53,0
201709.csv,1/9/2017,121292,F,19,Group G,PT, ,Yes,East,24/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,121330,F,21,Group D,PT, ,Yes,Midwest,26/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,121406,F,26,Group F,PT, , ,Northwest,28/08/2013,Hourly, ,<30,4,0.13,0
201709.csv,1/9/2017,121408,F,19,Group D,PT, , ,South,7/08/2013,Hourly, ,<30,25,0.83,0
201709.csv,1/9/2017,121460,F,20,Group G,PT, , ,Northwest,21/06/2013,Hourly, ,<30,72,2.4,0
201709.csv,1/9/2017,121520,F,19,Group B,PT, , ,South,21/08/2013,Hourly, ,<30,11,0.37,0
201709.csv,1/9/2017,121666,M,23,Group F,PT, , ,North,31/07/2013,Hourly, ,<30,32,1.07,0
201709.csv,1/9/2017,121964,M,31,Group D,PT, , ,Northwest,4/04/2013,Hourly, ,30-49,150,5,0
201709.csv,1/9/2017,121988,F,19,Group G,PT, , ,Midwest,21/03/2013,Hourly, ,<30,164,5.47,0
201709.csv,1/9/2017,122382,F,18,Group C,PT, , ,Central,21/06/2013,Hourly, ,<30,72,2.4,0
201709.csv,1/9/2017,122424,F,19,Group E,PT, , ,Northwest,15/08/2013,Hourly, ,<30,17,0.57,0
201709.csv,1/9/2017,122458,M,22,Group E,PT, , ,South,15/08/2013,Hourly, ,<30,17,0.57,0
201709.csv,1/9/2017,122500,M,20,Group A,PT, ,Yes,Central,12/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,122522,F,22,Group A,PT, , ,Midwest,19/06/2013,Hourly, ,<30,74,2.47,0
201709.csv,1/9/2017,122624,M,20,Group F,PT, ,Yes,North,10/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,122754,M,30,Group D,PT, , ,South,9/02/2013,Hourly, ,30-49,204,6.8,0
201709.csv,1/9/2017,122814,M,21,Group C,PT, , ,South,4/08/2011,Hourly, ,<30,759,25.3,0
201709.csv,1/9/2017,122858,F,19,Group C,PT, , ,North,9/02/2012,Hourly, ,<30,570,19,0
201709.csv,1/9/2017,122898,M,19,Group E,PT, ,Yes,Northwest,26/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,122978,M,26,Group B,PT, , ,Central,22/05/2013,Hourly, ,<30,102,3.4,0
201709.csv,1/9/2017,123164,M,20,Group E,PT, , ,Northwest,3/10/2011,Hourly, ,<30,699,23.3,0
201709.csv,1/9/2017,123298,F,24,Group D,FT, , ,Northwest,3/10/2006,Hourly, ,<30,2525,84.17,0
201709.csv,1/9/2017,123530,M,22,Group C,PT, ,Yes,East,10/09/2013,Hourly, ,<30,0,0,0
201709.csv,1/9/2017,123546,M,19,Group E,PT, , ,Northwest,28/08/2013,Hourly, ,<30,4,0.13,0
201710.csv,1/10/2017,1842,F,24,Group E,PT, , ,North,21/08/2013,Hourly, ,<30,41,1.37,0
201710.csv,1/10/2017,1920,F,20,Group A,PT, ,Yes,North,23/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,1924,M,25,Group G,PT, , ,North,5/01/2012,Hourly, ,<30,635,21.17,0
201710.csv,1/10/2017,1936,F,19,Group E,PT, , ,North,12/09/2013,Hourly, ,<30,19,0.63,0
201710.csv,1/10/2017,1950,M,38,Group A,PT, , ,North,27/08/2008,Hourly, ,30-49,1861,62.03,0
201710.csv,1/10/2017,1958,M,21,Group B,PT, , ,North,21/08/2013,Hourly, ,<30,41,1.37,0
201710.csv,1/10/2017,1966,M,35,Group A,PT, , ,North,8/09/2012,Hourly, ,30-49,388,12.93,0
201710.csv,1/10/2017,1972,M,20,Group F,PT, , ,North,26/09/2013,Hourly, ,<30,5,0.17,0
201710.csv,1/10/2017,1976,M,42,Group A,PT, , ,North,20/09/2013,Hourly, ,30-49,11,0.37,0
201710.csv,1/10/2017,1988,F,19,Group A,PT, , ,Midwest,24/08/2013,Hourly, ,<30,38,1.27,0
201710.csv,1/10/2017,2056,M,19,Group D,PT, , ,Midwest,14/06/2013,Hourly, ,<30,109,3.63,0
201710.csv,1/10/2017,2058,M,24,Group F,PT, , ,Midwest,8/08/2013,Hourly, ,<30,54,1.8,0
201710.csv,1/10/2017,2090,M,25,Group G,PT, , ,Midwest,21/06/2013,Hourly, ,<30,102,3.4,0
201710.csv,1/10/2017,2202,F,22,Group C,PT, ,Yes,Midwest,31/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,3954,M,41,Group B,PT, , ,South,19/09/2013,Hourly, ,30-49,12,0.4,0
201710.csv,1/10/2017,4076,F,26,Group B,PT, , ,South,15/08/2013,Hourly, ,<30,47,1.57,0
201710.csv,1/10/2017,4138,M,25,Group E,PT, , ,South,13/07/2012,Hourly, ,<30,445,14.83,0
201710.csv,1/10/2017,4154,M,40,Group D,PT, , ,South,7/08/2013,Hourly, ,30-49,55,1.83,0
201710.csv,1/10/2017,4340,F,24,Group B,PT, , ,South,1/11/2012,Hourly, ,<30,334,11.13,0
201710.csv,1/10/2017,5052,F,22,Group C,PT, , ,South,2/06/2011,Hourly, ,<30,852,28.4,0
201710.csv,1/10/2017,5202,M,24,Group E,PT, , ,North,12/08/2010,Hourly, ,<30,1146,38.2,0
201710.csv,1/10/2017,5216,F,19,Group A,PT, ,Yes,North,30/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,5238,M,18,Group D,PT, , ,North,5/06/2013,Hourly, ,<30,118,3.93,0
201710.csv,1/10/2017,5268,M,19,Group A,PT, , ,North,16/08/2013,Hourly, ,<30,46,1.53,0
201710.csv,1/10/2017,7104,F,24,Group E,PT, , ,North,20/03/2013,Hourly, ,<30,195,6.5,0
201710.csv,1/10/2017,8506,F,20,Group C,PT, , ,Midwest,12/09/2012,Hourly, ,<30,384,12.8,0
201710.csv,1/10/2017,9460,M,20,Group D,PT, , ,North,27/09/2011,Hourly, ,<30,735,24.5,0
201710.csv,1/10/2017,9492,M,33,Group E,PT, , ,North,8/08/2013,Hourly, ,30-49,54,1.8,0
201710.csv,1/10/2017,9500,M,55,Group G,PT, , ,North,13/09/2013,Hourly, ,50+,18,0.6,0
201710.csv,1/10/2017,9502,M,53,Group F,PT, , ,North,20/08/2013,Hourly, ,50+,42,1.4,0
201710.csv,1/10/2017,9962,M,33,Group B,PT, ,Yes,North,26/10/2013,Hourly, ,30-49,0,0,0
201710.csv,1/10/2017,10522,M,22,Group E,PT, , ,South,7/08/2013,Hourly, ,<30,55,1.83,0
201710.csv,1/10/2017,10742,F,24,Group G,PT, , ,South,20/06/2012,Hourly, ,<30,468,15.6,0
201710.csv,1/10/2017,10786,M,25,Group B,PT, ,Yes,South,16/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,10854,F,19,Group G,PT, ,Yes,South,31/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,10970,F,21,Group E,PT, , ,South,8/08/2013,Hourly, ,<30,54,1.8,0
201710.csv,1/10/2017,10980,M,21,Group D,PT, , ,South,12/07/2013,Hourly, ,<30,81,2.7,0
201710.csv,1/10/2017,11388,F,20,Group D,PT, ,Yes,South,23/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,14786,M,18,Group B,PT, ,Yes,East,15/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,16444,M,20,Group G,PT, ,Yes,Northwest,31/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,16664,M,26,Group F,PT, , ,North,25/09/2008,Hourly, ,<30,1832,61.07,0
201710.csv,1/10/2017,16672,F,24,Group G,PT, , ,Midwest,7/08/2013,Hourly, ,<30,55,1.83,0
201710.csv,1/10/2017,16678,M,56,Group A,FT, , ,Northwest,7/06/2012,Hourly, ,50+,481,16.03,0
201710.csv,1/10/2017,16718,M,27,Group A,PT, , ,South,8/02/2013,Hourly, ,<30,235,7.83,0
201710.csv,1/10/2017,16730,F,76,Group E,FT, , ,North,24/05/2011,Hourly, ,50+,861,28.7,0
201710.csv,1/10/2017,17056,F,19,Group C,PT, , ,West,5/07/2013,Hourly, ,<30,88,2.93,0
201710.csv,1/10/2017,17146,F,23,Group D,PT, , ,West,16/11/2010,Hourly, ,<30,1050,35,0
201710.csv,1/10/2017,17184,F,22,Group E,FT, , ,East,24/08/2013,Hourly, ,<30,38,1.27,0
201710.csv,1/10/2017,17268,F,20,Group C,PT, , ,West,20/08/2013,Hourly, ,<30,42,1.4,0
201710.csv,1/10/2017,17362,F,28,Group B,FT, , ,East,20/12/2011,Hourly, ,<30,651,21.7,0
201710.csv,1/10/2017,17548,M,25,Group E,PT, , ,East,17/09/2013,Hourly, ,<30,14,0.47,0
201710.csv,1/10/2017,17754,M,30,Group C,PT, , ,Northwest,15/08/2013,Hourly, ,30-49,47,1.57,0
201710.csv,1/10/2017,17854,M,22,Group E,PT, , ,West,15/03/2012,Hourly, ,<30,565,18.83,0
201710.csv,1/10/2017,17932,M,55,Group F,PT, ,Yes,Central,3/10/2013,Hourly, ,50+,0,0,0
201710.csv,1/10/2017,17998,M,46,Group C,PT, , ,Northwest,2/09/2012,Hourly, ,30-49,394,13.13,0
201710.csv,1/10/2017,18008,F,21,Group C,PT, , ,Northwest,25/09/2013,Hourly, ,<30,6,0.2,0
201710.csv,1/10/2017,18026,M,18,Group G,PT, , ,Northwest,10/08/2013,Hourly, ,<30,52,1.73,0
201710.csv,1/10/2017,18130,M,24,Group D,PT, ,Yes,Northwest,31/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,18152,M,27,Group A,PT, ,Yes,Northwest,12/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,18230,M,47,Group A,PT, , ,North,24/10/2007,Hourly, ,30-49,2169,72.3,0
201710.csv,1/10/2017,18786,M,39,Group C,PT, ,Yes,Central,16/10/2013,Hourly, ,30-49,0,0,0
201710.csv,1/10/2017,18926,F,22,Group A,PT, , ,West,30/11/2012,Hourly, ,<30,305,10.17,0
201710.csv,1/10/2017,18994,F,20,Group B,FT, , ,Northwest,9/09/2013,Hourly, ,<30,22,0.73,0
201710.csv,1/10/2017,19130,F,43,Group F,PT, , ,North,14/09/2012,Hourly, ,30-49,382,12.73,0
201710.csv,1/10/2017,19204,F,19,Group G,PT, , ,West,17/08/2013,Hourly, ,<30,45,1.5,0
201710.csv,1/10/2017,19376,M,18,Group C,PT, ,Yes,Central,3/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,19600,F,23,Group A,FT, , ,Northwest,27/04/2011,Hourly, ,<30,888,29.6,0
201710.csv,1/10/2017,19650,M,20,Group D,PT, , ,Northwest,6/09/2013,Hourly, ,<30,25,0.83,0
201710.csv,1/10/2017,19702,F,21,Group E,PT, , ,Northwest,15/08/2013,Hourly, ,<30,47,1.57,0
201710.csv,1/10/2017,19754,M,38,Group E,PT, ,Yes,Northwest,30/10/2013,Hourly, ,30-49,0,0,0
201710.csv,1/10/2017,19870,M,23,Group A,PT, ,Yes,Northwest,24/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,20248,M,23,Group E,PT, , ,Northwest,30/05/2013,Hourly, ,<30,124,4.13,0
201710.csv,1/10/2017,20574,M,28,Group B,PT, , ,West,7/08/2013,Hourly, ,<30,55,1.83,0
201710.csv,1/10/2017,20706,M,44,Group F,PT, , ,South,21/07/2011,Hourly, ,30-49,803,26.77,0
201710.csv,1/10/2017,21208,M,29,Group A,FT, , ,Northwest,13/07/2000,Hourly, ,<30,4828,160.93,0
201710.csv,1/10/2017,21476,M,18,Group B,PT, ,Yes,Northwest,31/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,21544,F,26,Group B,PT, , ,Northwest,2/09/2010,Hourly, ,<30,1125,37.5,0
201710.csv,1/10/2017,21618,F,22,Group C,PT, ,Yes,Central,30/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,21870,F,20,Group C,PT, , ,North,13/09/2013,Hourly, ,<30,18,0.6,0
201710.csv,1/10/2017,22466,F,19,Group F,PT, , ,East,24/09/2013,Hourly, ,<30,7,0.23,0
201710.csv,1/10/2017,22574,F,22,Group G,PT, ,Yes,Northwest,5/10/2013,Hourly, ,<30,0,0,0
201710.csv,1/10/2017,22578,F,68,Group C,FT, , ,Northwest,5/05/2011,Hourly, ,50+,880,29.33,0
201710.csv,1/10/2017,22912,M,32,Group C,FT, ,Yes,Northwest,31/10/2013,Hourly, ,30-49,0,0,0
201710.csv,1/10/2017,23112,F,20,Group G,PT, , ,North,22/02/2012,Hourly, ,<30,587,19.57,0
201710.csv,1/10/2017,23252,M,19,Group F,PT, , ,Central,8/05/2013,Hourly, ,<30,146,4.87,0
201710.csv,1/10/2017,23394,M,22,Group B,PT, , ,Central,22/09/2012,Hourly, ,<30,374,12.47,0
201710.csv,1/10/2017,23402,M,21,Group B,PT, , ,Northwest,22/08/2013,Hourly, ,<30,40,1.33,0
201710.csv,1/10/2017,24502,F,22,Group F,PT, , ,East,17/09/2013,Hourly, ,<30,14,0.47,0
201710.csv,1/10/2017,24614,F,23,Group A,PT, , ,North,23/08/2013,Hourly, ,<30,39,1.3,0
201710.csv,1/10/2017,24692,F,21,Group E,PT, , ,West,6/07/2013,Hourly, ,<30,87,2.9,0
201710.csv,1/10/2017,25044,F,19,Group G,PT, , ,Central,21/06/2013,Hourly, ,<30,102,3.4,0
